year,month,region,tea_type,historical_demand,exports,growth_rate,forecasted_demand
2020,12,Central Province,Orthodox,16730.63,13288.79,5.99,17731.98
2020,12,Central Province,Green Tea,13369.0,9337.65,7.13,14321.61
2020,12,Central Province,White Tea,6237.04,4297.7,6.89,6666.65
2020,12,Central Province,Oolong,3595.75,2583.87,8.71,3908.78
2020,12,Uva Province,CTC,18879.55,14988.14,4.64,19755.75
2020,12,Uva Province,Orthodox,17003.51,11307.98,4.26,17728.32
2020,12,Uva Province,Green Tea,12205.93,9691.07,9.04,13309.29
2020,12,Uva Province,White Tea,5319.65,3269.98,7.18,5701.75
2020,12,Uva Province,Oolong,3860.37,2576.41,4.15,4020.62
2020,12,Sabaragamuwa,CTC,17979.87,11682.3,11.7,20083.71
2020,12,Sabaragamuwa,Orthodox,16645.46,10543.37,10.55,18401.66
2020,12,Sabaragamuwa,Green Tea,12341.89,8576.7,11.67,13781.88
2020,12,Sabaragamuwa,White Tea,5569.16,3993.48,9.29,6086.54
2020,12,Sabaragamuwa,Oolong,3587.95,2233.08,9.14,3915.86
2020,12,Southern Province,CTC,17142.41,12106.55,7.89,18494.66
2020,12,Southern Province,Orthodox,14527.68,11430.01,4.9,15238.83
2020,12,Southern Province,Green Tea,11226.57,6829.28,2.01,11451.7
2020,12,Southern Province,White Tea,5197.16,4020.44,9.36,5683.49
2020,12,Southern Province,Oolong,3612.5,2520.69,-0.69,3587.62
2020,12,Nuwara Eliya,CTC,20326.33,12317.65,9.21,22198.42
2020,12,Nuwara Eliya,Orthodox,19065.12,12208.75,4.88,19995.55
2020,12,Nuwara Eliya,Green Tea,14004.82,9645.82,6.05,14851.82
2020,12,Nuwara Eliya,White Tea,6314.81,4663.65,8.65,6861.19
2020,12,Nuwara Eliya,Oolong,4243.84,3070.71,14.01,4838.41
2020,12,Dimbula,CTC,20852.38,12638.16,11.15,23177.83
2020,12,Dimbula,Orthodox,17721.43,13030.61,9.35,19377.97
2020,12,Dimbula,Green Tea,13847.68,9399.43,4.57,14480.66
2020,12,Dimbula,White Tea,5954.49,4356.12,8.89,6483.84
2020,12,Dimbula,Oolong,4115.72,3186.19,8.99,4485.57
2020,12,Kandy,CTC,20172.99,15083.14,12.31,22655.39
2020,12,Kandy,Orthodox,16654.1,11081.75,10.89,18468.1
2020,12,Kandy,Green Tea,13567.77,10209.16,9.71,14885.18
2020,12,Kandy,White Tea,5862.03,4476.05,12.13,6572.92
2020,12,Kandy,Oolong,3990.94,2399.16,4.91,4187.06
2021,1,Central Province,CTC,24630.61,16729.96,3.68,25536.98
2021,1,Central Province,Orthodox,21169.82,14601.65,12.66,23849.43
2021,1,Central Province,Green Tea,16397.2,10583.64,4.03,17058.13
2021,1,Central Province,White Tea,7884.03,5784.06,5.9,8349.16
2021,1,Central Province,Oolong,5032.47,3401.74,14.76,5775.13
2021,1,Uva Province,CTC,24829.26,17277.1,11.38,27654.42
2021,1,Uva Province,Orthodox,19580.63,14020.41,3.06,20180.54
2021,1,Uva Province,Green Tea,17964.97,13527.21,10.18,19792.99
2021,1,Uva Province,White Tea,7647.67,6050.11,10.56,8455.28
2021,1,Uva Province,Oolong,4888.66,3839.58,9.18,5337.25
2021,1,Sabaragamuwa,CTC,22568.96,15734.5,7.16,24184.44
2021,1,Sabaragamuwa,Orthodox,19067.39,12612.27,5.05,20029.75
2021,1,Sabaragamuwa,Green Tea,15381.63,10186.67,12.18,17254.5
2021,1,Sabaragamuwa,White Tea,7568.73,4953.92,10.32,8349.77
2021,1,Sabaragamuwa,Oolong,4460.2,2837.71,7.33,4786.95
2021,1,Southern Province,CTC,21076.75,14859.8,9.65,23111.32
2021,1,Southern Province,Orthodox,18261.51,13028.9,8.96,19897.62
2021,1,Southern Province,Green Tea,15403.57,10937.23,7.77,16601.13
2021,1,Southern Province,White Tea,6686.65,5284.33,6.71,7135.44
2021,1,Southern Province,Oolong,4697.19,3648.97,9.15,5127.08
2021,1,Nuwara Eliya,CTC,26401.56,19067.1,6.01,27988.63
2021,1,Nuwara Eliya,Orthodox,24594.3,19183.67,7.1,26339.83
2021,1,Nuwara Eliya,Green Tea,16679.15,12611.19,5.92,17666.77
2021,1,Nuwara Eliya,White Tea,8538.12,5846.46,6.32,9077.61
2021,1,Nuwara Eliya,Oolong,5288.11,3832.67,8.84,5755.42
2021,1,Dimbula,CTC,29534.16,18712.93,4.29,30800.16
2021,1,Dimbula,Orthodox,23309.1,14995.86,9.24,25463.19
2021,1,Dimbula,Green Tea,18334.98,13005.73,12.87,20694.73
2021,1,Dimbula,White Tea,7751.78,5572.72,3.89,8053.37
2021,1,Dimbula,Oolong,5399.6,3387.1,7.99,5831.23
2021,1,Kandy,CTC,24511.62,16806.14,12.92,27677.87
2021,1,Kandy,Orthodox,22766.87,18173.68,11.31,25342.29
2021,1,Kandy,Green Tea,17071.83,11179.18,12.89,19271.56
2021,1,Kandy,White Tea,7239.67,4857.82,5.87,7664.36
2021,1,Kandy,Oolong,5116.27,3138.95,5.69,5407.39
2021,2,Central Province,CTC,24151.03,17098.99,10.1,26591.28
2021,2,Central Province,Orthodox,21537.62,15218.3,10.5,23799.2
2021,2,Central Province,Green Tea,15251.98,11193.39,4.3,15907.75
2021,2,Central Province,White Tea,8103.16,5615.82,9.26,8853.27
2021,2,Central Province,Oolong,5009.24,3964.94,5.96,5307.65
2021,2,Uva Province,CTC,24317.58,15567.79,5.24,25591.33
2021,2,Uva Province,Orthodox,19206.94,13254.21,8.24,20790.33
2021,2,Uva Province,Green Tea,14825.75,10867.01,11.71,16561.59
2021,2,Uva Province,White Tea,6914.27,4359.33,3.78,7175.53
2021,2,Uva Province,Oolong,5023.2,3537.29,8.43,5446.41
2021,2,Sabaragamuwa,CTC,21593.07,16217.56,8.68,23466.49
2021,2,Sabaragamuwa,Orthodox,19195.71,14519.74,7.54,20643.56
2021,2,Sabaragamuwa,Green Tea,13801.16,9274.75,5.33,14536.86
2021,2,Sabaragamuwa,White Tea,6112.14,4152.56,9.52,6694.25
2021,2,Sabaragamuwa,Oolong,4970.29,3494.79,4.61,5199.2
2021,2,Southern Province,CTC,21180.67,16911.32,10.52,23407.92
2021,2,Southern Province,Orthodox,17662.5,13884.83,9.39,19321.35
2021,2,Southern Province,Green Tea,13827.96,9349.43,7.7,14893.17
2021,2,Southern Province,White Tea,6536.78,4320.39,9.8,7177.31
2021,2,Southern Province,Oolong,4200.35,2665.98,5.73,4441.15
2021,2,Nuwara Eliya,CTC,24815.82,19731.61,11.94,27778.63
2021,2,Nuwara Eliya,Orthodox,23454.32,14694.25,9.42,25664.68
2021,2,Nuwara Eliya,Green Tea,19108.62,14388.06,7.1,20465.25
2021,2,Nuwara Eliya,White Tea,7855.75,5339.81,4.06,8175.05
2021,2,Nuwara Eliya,Oolong,5137.17,3152.35,5.02,5395.22
2021,2,Dimbula,CTC,25496.53,20222.94,9.59,27941.42
2021,2,Dimbula,Orthodox,19663.26,13788.44,6.06,20854.94
2021,2,Dimbula,Green Tea,15749.77,11468.43,7.57,16941.67
2021,2,Dimbula,White Tea,7833.34,5718.65,4.15,8158.62
2021,2,Dimbula,Oolong,5030.64,3076.9,12.47,5658.07
2021,2,Kandy,CTC,23739.05,14819.74,6.77,25345.52
2021,2,Kandy,Orthodox,20126.54,14862.09,7.09,21554.04
2021,2,Kandy,Green Tea,15890.32,12701.75,5.81,16814.15
2021,2,Kandy,White Tea,7488.34,4951.67,11.57,8354.89
2021,2,Kandy,Oolong,5007.52,3431.23,14.87,5751.94
2021,3,Central Province,CTC,22800.23,15357.14,7.33,24470.51
2021,3,Central Province,Orthodox,22058.12,16471.3,7.05,23613.22
2021,3,Central Province,Green Tea,15448.78,9328.57,0.23,15483.83
2021,3,Central Province,White Tea,7658.68,4805.22,5.61,8088.38
2021,3,Central Province,Oolong,4532.63,2730.57,8.55,4920.17
2021,3,Uva Province,CTC,22093.55,15677.41,7.91,23840.53
2021,3,Uva Province,Orthodox,20944.11,12977.31,7.52,22520.03
2021,3,Uva Province,Green Tea,14210.48,9449.05,7.88,15330.23
2021,3,Uva Province,White Tea,6914.44,4668.47,13.14,7822.65
2021,3,Uva Province,Oolong,4446.44,3365.97,1.17,4498.51
2021,3,Sabaragamuwa,CTC,21288.69,15703.11,11.12,23655.93
2021,3,Sabaragamuwa,Orthodox,17224.76,13231.62,6.78,18392.57
2021,3,Sabaragamuwa,Green Tea,15860.85,11608.09,6.18,16841.51
2021,3,Sabaragamuwa,White Tea,6699.02,4841.96,10.4,7395.62
2021,3,Sabaragamuwa,Oolong,4412.15,2779.81,5.74,4665.4
2021,3,Southern Province,CTC,20894.08,15379.0,13.17,23645.08
2021,3,Southern Province,Orthodox,17358.62,10662.56,8.55,18843.49
2021,3,Southern Province,Green Tea,12978.69,8556.94,11.9,14522.69
2021,3,Southern Province,White Tea,6615.13,4844.09,6.03,7013.97
2021,3,Southern Province,Oolong,4066.47,2519.91,6.69,4338.6
2021,3,Nuwara Eliya,CTC,27219.86,17774.82,10.16,29984.54
2021,3,Nuwara Eliya,Orthodox,22505.02,15222.12,11.93,25190.65
2021,3,Nuwara Eliya,Green Tea,16433.2,11881.25,7.25,17624.2
2021,3,Nuwara Eliya,White Tea,7956.27,5617.61,11.67,8885.07
2021,3,Nuwara Eliya,Oolong,4973.93,3959.22,10.78,5510.29
2021,3,Dimbula,CTC,26779.03,20073.95,13.4,30366.84
2021,3,Dimbula,Orthodox,21788.99,13631.61,11.22,24233.18
2021,3,Dimbula,Green Tea,16677.2,10755.51,7.37,17906.12
2021,3,Dimbula,White Tea,7097.46,4882.21,2.1,7246.58
2021,3,Dimbula,Oolong,5137.09,3329.55,8.44,5570.82
2021,3,Kandy,CTC,23718.02,18438.04,7.17,25418.5
2021,3,Kandy,Orthodox,19019.43,14515.42,10.74,21061.92
2021,3,Kandy,Green Tea,15458.91,11609.77,8.85,16826.67
2021,3,Kandy,White Tea,7631.64,5690.9,7.58,8210.11
2021,3,Kandy,Oolong,4955.65,3149.24,11.52,5526.56
2021,4,Central Province,CTC,21187.3,16684.52,8.09,22901.55
2021,4,Central Province,Orthodox,18074.25,13800.72,6.05,19167.0
2021,4,Central Province,Green Tea,13571.33,10424.69,3.52,14049.61
2021,4,Central Province,White Tea,6350.73,4560.27,13.11,7183.1
2021,4,Central Province,Oolong,3773.51,2690.53,8.24,4084.27
2021,4,Uva Province,CTC,20550.83,14945.76,9.14,22429.89
2021,4,Uva Province,Orthodox,16310.25,11291.78,9.43,17849.01
2021,4,Uva Province,Green Tea,12738.61,9681.52,5.45,13432.66
2021,4,Uva Province,White Tea,6018.89,4493.79,3.8,6247.51
2021,4,Uva Province,Oolong,3724.13,2499.17,9.33,4071.73
2021,4,Sabaragamuwa,CTC,19023.26,11433.85,12.36,21375.38
2021,4,Sabaragamuwa,Orthodox,15322.23,12129.3,9.94,16846.0
2021,4,Sabaragamuwa,Green Tea,11311.52,7123.74,4.68,11841.02
2021,4,Sabaragamuwa,White Tea,5832.05,4661.36,6.88,6233.38
2021,4,Sabaragamuwa,Oolong,3599.17,2679.27,1.72,3660.99
2021,4,Southern Province,CTC,17919.19,12154.68,10.8,19854.07
2021,4,Southern Province,Orthodox,16328.14,9807.39,5.75,17266.57
2021,4,Southern Province,Green Tea,10639.45,8073.63,11.79,11893.6
2021,4,Southern Province,White Tea,5364.18,3734.51,5.49,5658.82
2021,4,Southern Province,Oolong,3444.04,2465.92,8.55,3738.63
2021,4,Nuwara Eliya,CTC,23926.73,17243.93,13.66,27195.08
2021,4,Nuwara Eliya,Orthodox,19558.82,12790.77,9.78,21471.2
2021,4,Nuwara Eliya,Green Tea,14223.2,8753.13,11.94,15921.06
2021,4,Nuwara Eliya,White Tea,6510.99,4928.68,6.64,6943.34
2021,4,Nuwara Eliya,Oolong,4585.39,3225.61,10.05,5046.04
2021,4,Dimbula,CTC,20050.29,13346.25,7.42,21537.83
2021,4,Dimbula,Orthodox,17312.45,11151.33,7.59,18627.2
2021,4,Dimbula,Green Tea,14867.62,11889.18,9.89,16338.38
2021,4,Dimbula,White Tea,6439.8,4406.43,9.73,7066.41
2021,4,Dimbula,Oolong,4512.47,2814.28,9.75,4952.27
2021,4,Kandy,CTC,21602.35,14619.75,7.09,23133.38
2021,4,Kandy,Orthodox,19002.08,12102.33,12.63,21401.99
2021,4,Kandy,Green Tea,12342.9,7470.41,4.48,12895.44
2021,4,Kandy,White Tea,6172.25,4072.11,2.69,6338.57
2021,4,Kandy,Oolong,4297.09,3301.83,7.42,4615.72
2021,5,Central Province,CTC,20452.88,14145.98,6.4,21762.25
2021,5,Central Province,Orthodox,16007.78,9862.72,7.85,17263.6
2021,5,Central Province,Green Tea,12943.69,8897.1,13.32,14667.37
2021,5,Central Province,White Tea,6251.49,3949.58,10.33,6897.54
2021,5,Central Province,Oolong,3789.07,2842.85,8.91,4126.51
2021,5,Uva Province,CTC,19278.57,11833.03,8.36,20891.13
2021,5,Uva Province,Orthodox,16021.56,10451.52,7.39,17205.39
2021,5,Uva Province,Green Tea,12532.02,8144.68,7.34,13451.45
2021,5,Uva Province,White Tea,5942.73,4100.17,5.59,6274.95
2021,5,Uva Province,Oolong,3689.09,2259.68,7.96,3982.67
2021,5,Sabaragamuwa,CTC,15771.36,10558.43,10.65,17451.35
2021,5,Sabaragamuwa,Orthodox,15443.17,10996.05,8.26,16719.08
2021,5,Sabaragamuwa,Green Tea,10753.98,8024.24,6.41,11443.62
2021,5,Sabaragamuwa,White Tea,5085.1,3626.01,9.7,5578.41
2021,5,Sabaragamuwa,Oolong,3673.05,2650.86,7.89,3962.97
2021,5,Southern Province,CTC,16264.56,10250.73,7.05,17411.89
2021,5,Southern Province,Orthodox,13878.06,10687.81,5.57,14650.96
2021,5,Southern Province,Green Tea,11577.8,7212.43,15.99,13429.03
2021,5,Southern Province,White Tea,5193.93,3186.65,10.08,5717.44
2021,5,Southern Province,Oolong,3454.26,2129.01,13.43,3918.32
2021,5,Nuwara Eliya,CTC,19815.43,12546.23,-0.76,19664.03
2021,5,Nuwara Eliya,Orthodox,17398.17,11871.69,14.03,19839.14
2021,5,Nuwara Eliya,Green Tea,14030.92,8593.3,14.17,16019.45
2021,5,Nuwara Eliya,White Tea,6720.18,4649.34,8.17,7269.28
2021,5,Nuwara Eliya,Oolong,4052.32,2564.88,5.6,4279.35
2021,5,Dimbula,CTC,21521.28,15148.34,5.69,22746.9
2021,5,Dimbula,Orthodox,17567.95,13631.26,7.24,18840.39
2021,5,Dimbula,Green Tea,12982.46,8961.12,9.53,14220.24
2021,5,Dimbula,White Tea,6371.32,4509.24,7.77,6866.14
2021,5,Dimbula,Oolong,3869.93,2830.3,7.98,4178.9
2021,5,Kandy,CTC,19125.39,14442.01,11.45,21314.36
2021,5,Kandy,Orthodox,15090.17,11446.96,8.6,16388.22
2021,5,Kandy,Green Tea,13892.05,10552.16,11.24,15453.53
2021,5,Kandy,White Tea,6086.95,4301.08,7.42,6538.88
2021,5,Kandy,Oolong,4003.12,3036.98,5.46,4221.73
2021,6,Central Province,CTC,20064.0,15674.57,6.72,21411.64
2021,6,Central Province,Orthodox,16097.81,10251.81,6.79,17190.69
2021,6,Central Province,Green Tea,12706.18,8010.24,10.28,14012.72
2021,6,Central Province,White Tea,6374.19,3930.92,4.8,6679.99
2021,6,Central Province,Oolong,3889.09,2726.41,8.72,4228.36
2021,6,Uva Province,CTC,18225.09,14522.15,9.36,19930.43
2021,6,Uva Province,Orthodox,16446.58,10413.83,12.3,18469.03
2021,6,Uva Province,Green Tea,11782.38,7451.72,10.96,13073.39
2021,6,Uva Province,White Tea,5498.37,3878.99,7.2,5894.21
2021,6,Uva Province,Oolong,3765.65,2319.19,8.98,4103.71
2021,6,Sabaragamuwa,CTC,16636.85,12837.58,9.79,18265.48
2021,6,Sabaragamuwa,Orthodox,14858.78,11025.93,11.95,16634.81
2021,6,Sabaragamuwa,Green Tea,11096.61,8481.44,2.13,11333.43
2021,6,Sabaragamuwa,White Tea,4648.74,3248.74,6.18,4935.87
2021,6,Sabaragamuwa,Oolong,3380.59,2145.84,10.98,3751.71
2021,6,Southern Province,CTC,17059.98,10579.36,9.64,18704.59
2021,6,Southern Province,Orthodox,13522.75,9054.67,6.77,14437.95
2021,6,Southern Province,Green Tea,11501.22,8398.53,7.03,12310.11
2021,6,Southern Province,White Tea,4538.66,3487.0,11.73,5071.11
2021,6,Southern Province,Oolong,3340.47,2427.95,7.93,3605.28
2021,6,Nuwara Eliya,CTC,20600.66,13699.87,5.63,21760.43
2021,6,Nuwara Eliya,Orthodox,16791.09,10661.95,8.6,18235.71
2021,6,Nuwara Eliya,Green Tea,12881.36,9885.26,9.57,14114.47
2021,6,Nuwara Eliya,White Tea,6331.53,4677.93,3.96,6582.39
2021,6,Nuwara Eliya,Oolong,3653.25,2347.32,8.38,3959.3
2021,6,Dimbula,CTC,20151.04,15601.76,8.54,21871.68
2021,6,Dimbula,Orthodox,17303.48,12683.4,10.0,19034.24
2021,6,Dimbula,Green Tea,13031.71,9567.19,7.28,13979.93
2021,6,Dimbula,White Tea,5609.1,3866.98,8.45,6083.09
2021,6,Dimbula,Oolong,4146.74,2941.41,7.64,4463.51
2021,6,Kandy,CTC,19114.5,11891.97,7.81,20607.28
2021,6,Kandy,Orthodox,15614.96,11679.69,7.73,16821.75
2021,6,Kandy,Green Tea,12133.15,9362.77,9.27,13257.3
2021,6,Kandy,White Tea,5808.01,4360.61,7.22,6227.43
2021,6,Kandy,Oolong,3942.9,2587.74,6.42,4196.02
2021,7,Central Province,CTC,24229.94,15005.77,13.51,27504.51
2021,7,Central Province,Orthodox,18317.73,13182.75,7.11,19620.34
2021,7,Central Province,Green Tea,14650.67,10968.05,4.8,15353.4
2021,7,Central Province,White Tea,7290.76,5239.47,10.7,8070.69
2021,7,Central Province,Oolong,4733.75,3592.52,7.49,5088.47
2021,7,Uva Province,CTC,22697.29,18137.12,6.6,24195.02
2021,7,Uva Province,Orthodox,19280.14,11813.49,11.49,21494.59
2021,7,Uva Province,Green Tea,14947.48,9312.08,11.49,16665.02
2021,7,Uva Province,White Tea,7111.65,5517.18,9.5,7787.49
2021,7,Uva Province,Oolong,4668.33,3202.88,16.06,5418.19
2021,7,Sabaragamuwa,CTC,20713.39,15633.97,2.51,21232.9
2021,7,Sabaragamuwa,Orthodox,19007.8,13090.21,8.69,20659.58
2021,7,Sabaragamuwa,Green Tea,15040.96,10804.52,11.94,16837.57
2021,7,Sabaragamuwa,White Tea,6098.27,4283.87,10.35,6729.36
2021,7,Sabaragamuwa,Oolong,4230.05,2950.6,5.47,4461.44
2021,7,Southern Province,CTC,20653.04,14872.88,8.43,22394.09
2021,7,Southern Province,Orthodox,17227.92,12521.61,13.09,19482.22
2021,7,Southern Province,Green Tea,13076.27,8792.1,7.45,14050.05
2021,7,Southern Province,White Tea,5881.63,3693.69,7.89,6345.62
2021,7,Southern Province,Oolong,4000.28,2557.06,1.8,4072.14
2021,7,Nuwara Eliya,CTC,23103.05,14818.27,10.28,25478.09
2021,7,Nuwara Eliya,Orthodox,21017.66,12642.81,8.02,22703.4
2021,7,Nuwara Eliya,Green Tea,15987.66,12158.89,5.74,16905.92
2021,7,Nuwara Eliya,White Tea,7674.72,5055.32,16.19,8917.46
2021,7,Nuwara Eliya,Oolong,4956.52,3060.25,10.01,5452.87
2021,7,Dimbula,CTC,23193.48,15517.47,8.81,25235.9
2021,7,Dimbula,Orthodox,21738.35,15188.79,8.06,23491.32
2021,7,Dimbula,Green Tea,15459.96,10496.01,6.04,16393.95
2021,7,Dimbula,White Tea,6624.26,5177.0,3.25,6839.38
2021,7,Dimbula,Oolong,5041.13,3336.6,12.59,5676.01
2021,7,Kandy,CTC,22753.96,14824.69,8.44,24674.48
2021,7,Kandy,Orthodox,19963.13,14719.17,6.16,21192.0
2021,7,Kandy,Green Tea,14952.65,10335.98,5.33,15749.09
2021,7,Kandy,White Tea,6684.51,4570.8,7.08,7157.73
2021,7,Kandy,Oolong,4632.82,2853.99,8.23,5014.13
2021,8,Central Province,CTC,25099.21,18415.66,7.5,26980.42
2021,8,Central Province,Orthodox,19667.76,14135.85,12.23,22073.68
2021,8,Central Province,Green Tea,16071.74,12451.42,10.28,17723.4
2021,8,Central Province,White Tea,7117.02,5554.77,9.08,7763.57
2021,8,Central Province,Oolong,4908.84,3084.85,5.77,5191.87
2021,8,Uva Province,CTC,23210.53,15295.93,7.38,24922.46
2021,8,Uva Province,Orthodox,22408.0,13640.82,6.54,23874.16
2021,8,Uva Province,Green Tea,15232.74,10185.12,4.92,15981.73
2021,8,Uva Province,White Tea,7273.08,5593.88,11.86,8135.81
2021,8,Uva Province,Oolong,4499.59,3305.37,13.33,5099.2
2021,8,Sabaragamuwa,CTC,20986.08,15903.19,4.72,21975.83
2021,8,Sabaragamuwa,Orthodox,20025.16,15308.92,7.25,21476.95
2021,8,Sabaragamuwa,Green Tea,13014.27,9323.94,5.92,13784.78
2021,8,Sabaragamuwa,White Tea,7038.59,5216.42,3.01,7250.63
2021,8,Sabaragamuwa,Oolong,4187.76,2652.41,12.45,4708.97
2021,8,Southern Province,CTC,19651.84,15289.52,7.36,21097.28
2021,8,Southern Province,Orthodox,16828.99,10183.04,6.71,17958.13
2021,8,Southern Province,Green Tea,14407.07,9625.66,12.19,16162.87
2021,8,Southern Province,White Tea,6193.57,4101.65,5.86,6556.44
2021,8,Southern Province,Oolong,4361.08,2934.65,12.85,4921.34
2021,8,Nuwara Eliya,CTC,28126.54,17666.58,6.61,29986.74
2021,8,Nuwara Eliya,Orthodox,21324.49,14950.41,7.96,23021.21
2021,8,Nuwara Eliya,Green Tea,16617.4,10100.04,9.23,18150.81
2021,8,Nuwara Eliya,White Tea,7674.87,4850.56,6.89,8203.67
2021,8,Nuwara Eliya,Oolong,4675.78,3647.19,6.94,5000.05
2021,8,Dimbula,CTC,25832.13,18614.34,7.0,27640.01
2021,8,Dimbula,Orthodox,19584.49,13083.96,3.54,20278.01
2021,8,Dimbula,Green Tea,15256.87,10843.7,8.43,16542.84
2021,8,Dimbula,White Tea,8077.59,6193.33,8.75,8784.49
2021,8,Dimbula,Oolong,4542.87,2961.34,6.37,4832.34
2021,8,Kandy,CTC,22470.65,17825.59,5.4,23685.16
2021,8,Kandy,Orthodox,18368.36,13153.46,10.24,20249.96
2021,8,Kandy,Green Tea,15455.21,11208.85,4.68,16177.82
2021,8,Kandy,White Tea,6284.73,5020.05,7.14,6733.59
2021,8,Kandy,Oolong,4866.67,3474.19,10.7,5387.32
2021,9,Central Province,CTC,23818.95,16173.72,9.49,26079.39
2021,9,Central Province,Orthodox,21539.81,15263.21,6.3,22896.14
2021,9,Central Province,Green Tea,16705.77,11805.59,9.4,18276.63
2021,9,Central Province,White Tea,7476.04,5673.14,8.84,8136.95
2021,9,Central Province,Oolong,5233.59,4128.3,6.89,5594.25
2021,9,Uva Province,CTC,23960.01,19076.9,4.48,25033.95
2021,9,Uva Province,Orthodox,21647.55,15537.45,7.85,23345.98
2021,9,Uva Province,Green Tea,14536.98,9313.04,5.47,15332.41
2021,9,Uva Province,White Tea,7017.65,4928.18,12.12,7868.42
2021,9,Uva Province,Oolong,5476.87,4234.25,7.19,5870.7
2021,9,Sabaragamuwa,CTC,22778.59,17437.09,8.86,24796.01
2021,9,Sabaragamuwa,Orthodox,19817.66,15679.92,12.48,22290.06
2021,9,Sabaragamuwa,Green Tea,14700.34,11330.91,7.55,15809.65
2021,9,Sabaragamuwa,White Tea,7251.81,5646.39,7.39,7787.48
2021,9,Sabaragamuwa,Oolong,4703.83,3411.78,-0.82,4665.21
2021,9,Southern Province,CTC,23683.24,17633.15,7.28,25406.38
2021,9,Southern Province,Orthodox,17627.88,11632.27,9.22,19253.37
2021,9,Southern Province,Green Tea,14825.04,9721.55,6.41,15774.63
2021,9,Southern Province,White Tea,6780.11,4467.58,9.54,7426.89
2021,9,Southern Province,Oolong,4425.57,2781.78,10.15,4874.63
2021,9,Nuwara Eliya,CTC,27714.63,20279.02,10.26,30558.95
2021,9,Nuwara Eliya,Orthodox,23312.91,16848.73,9.35,25492.43
2021,9,Nuwara Eliya,Green Tea,17298.33,10647.64,5.35,18224.55
2021,9,Nuwara Eliya,White Tea,7338.8,4500.16,3.1,7566.47
2021,9,Nuwara Eliya,Oolong,5118.47,3898.46,7.08,5480.66
2021,9,Dimbula,CTC,25925.86,17108.82,9.83,28473.29
2021,9,Dimbula,Orthodox,22005.09,16699.73,5.55,23226.1
2021,9,Dimbula,Green Tea,16675.64,10248.52,8.25,18050.97
2021,9,Dimbula,White Tea,7141.82,4617.02,5.71,7549.75
2021,9,Dimbula,Oolong,5403.33,4246.18,6.11,5733.49
2021,9,Kandy,CTC,25903.13,17207.43,7.42,27824.76
2021,9,Kandy,Orthodox,19512.19,14206.73,7.6,20995.59
2021,9,Kandy,Green Tea,16215.0,10889.39,8.83,17647.13
2021,9,Kandy,White Tea,7142.63,5555.05,9.01,7785.83
2021,9,Kandy,Oolong,4223.32,3028.85,8.55,4584.48
2021,10,Central Province,CTC,20828.54,15340.71,8.57,22612.98
2021,10,Central Province,Orthodox,19036.38,14553.45,5.08,20003.31
2021,10,Central Province,Green Tea,14158.07,9967.76,12.11,15872.49
2021,10,Central Province,White Tea,6584.81,4308.32,6.47,7011.06
2021,10,Central Province,Oolong,3910.74,2451.12,7.92,4220.3
2021,10,Uva Province,CTC,19914.75,14930.67,8.46,21598.96
2021,10,Uva Province,Orthodox,16838.8,11033.35,8.05,18193.67
2021,10,Uva Province,Green Tea,13074.99,10039.86,8.47,14181.86
2021,10,Uva Province,White Tea,5871.86,3642.77,11.38,6539.88
2021,10,Uva Province,Oolong,3814.89,2931.91,5.54,4026.32
2021,10,Sabaragamuwa,CTC,20369.58,15855.16,6.01,21593.55
2021,10,Sabaragamuwa,Orthodox,17168.79,11596.89,7.59,18471.54
2021,10,Sabaragamuwa,Green Tea,12552.02,8504.37,13.95,14302.41
2021,10,Sabaragamuwa,White Tea,6225.76,3740.89,10.78,6896.81
2021,10,Sabaragamuwa,Oolong,3976.04,2915.54,5.55,4196.74
2021,10,Southern Province,CTC,18379.06,12123.02,8.59,19958.18
2021,10,Southern Province,Orthodox,15711.36,11450.91,7.15,16834.08
2021,10,Southern Province,Green Tea,11810.74,9346.55,6.65,12596.09
2021,10,Southern Province,White Tea,4711.95,3258.5,8.05,5091.29
2021,10,Southern Province,Oolong,3558.85,2398.53,4.34,3713.23
2021,10,Nuwara Eliya,CTC,23999.24,18481.09,7.04,25688.73
2021,10,Nuwara Eliya,Orthodox,19810.57,13757.57,4.58,20718.58
2021,10,Nuwara Eliya,Green Tea,14491.61,10659.49,9.1,15809.68
2021,10,Nuwara Eliya,White Tea,6254.2,3923.39,10.45,6908.0
2021,10,Nuwara Eliya,Oolong,4808.77,3188.82,10.43,5310.33
2021,10,Dimbula,CTC,20651.71,15336.82,12.93,23321.57
2021,10,Dimbula,Orthodox,18843.36,12389.17,7.56,20267.03
2021,10,Dimbula,Green Tea,13884.11,8640.12,7.51,14927.03
2021,10,Dimbula,White Tea,6012.9,4612.47,8.36,6515.4
2021,10,Dimbula,Oolong,4341.31,3032.72,5.02,4559.11
2021,10,Kandy,CTC,21918.15,15759.72,0.77,22086.99
2021,10,Kandy,Orthodox,17914.72,14201.0,7.21,19206.61
2021,10,Kandy,Green Tea,15096.25,9999.34,8.65,16401.91
2021,10,Kandy,White Tea,6555.32,4616.64,10.15,7220.98
2021,10,Kandy,Oolong,4169.15,2722.94,8.58,4526.72
2021,11,Central Province,CTC,20497.86,13725.76,12.65,23090.24
2021,11,Central Province,Orthodox,18191.82,14459.57,3.95,18909.61
2021,11,Central Province,Green Tea,13370.99,10109.48,8.73,14538.53
